basket,return_5050_net_monthly,return_5050_net_annual_pct
Basket_1_Economic,0.013043423767308705,15.652108520770447
Basket_2_Beta_Expansion,0.01334981132768255,16.01977359321906
Basket_3_Rolling_Beta,0.01342681443849823,16.112177326197873
Basket_4_EWMA_Beta,0.01341183662360722,16.094203948328666
Basket_5_Kalman_Beta,0.01333144603686368,15.997735244236416
